url,type
https://www.tsinghua.edu.cn/,historical_url
https://xyy.tsinghua.edu.cn/,historical_url
https://www.thsports.tsinghua.edu.cn/,historical_url
https://www.tsinghua.edu.cn/yjsy/bszn.htm,historical_url
https://www.tsinghua.edu.cn/xxgk.htm,historical_url
https://www.tsinghua.edu.cn/xxgk/xxyg.htm,historical_url
https://www.tsinghua.edu.cn/xxgk/lrld.htm,historical_url
https://www.tsinghua.edu.cn/xxgk/xrld.htm,historical_url
https://www.tsinghua.edu.cn/xxgk/zzjg.htm,historical_url
https://www.tsinghua.edu.cn/xxgk/tjzl.htm,historical_url
https://www.tsinghua.edu.cn/zjqh/xxgk1.htm,historical_url
https://www.tsinghua.edu.cn/yxsz.htm,historical_url
https://www.tsinghua.edu.cn/jyjx.htm,historical_url
https://www.tsinghua.edu.cn/jyjx/szdw/lyys/zgkxyys.htm,historical_url
https://www.tsinghua.edu.cn/jyjx/szdw/gjzyjlhdz.htm,historical_url
https://www.tsinghua.edu.cn/jyjx/bksjy.htm,historical_url
https://www.tsinghua.edu.cn/jyjx/bksjy/bkzy.htm,historical_url
https://www.tsinghua.edu.cn/jyjx/bksjy/jxms.htm,historical_url
https://www.tsinghua.edu.cn/jyjx/bksjy/yzkc.htm,historical_url
https://www.tsinghua.edu.cn/jyjx/bksjy/sjjx.htm,historical_url
https://www.tsinghua.edu.cn/jyjx/bksjy/jxcg.htm,historical_url
https://www.tsinghua.edu.cn/jyjx/bksjy/tsxm.htm,historical_url
https://www.tsinghua.edu.cn/jyjx/yjsjy.htm,historical_url
https://www.tsinghua.edu.cn/jyjx/yjsjy/xsxwjy.htm,historical_url
https://www.tsinghua.edu.cn/jyjx/yjsjy/zyxwjy.htm,historical_url
https://www.tsinghua.edu.cn/jyjx/yjsjy/kcyjx.htm,historical_url
https://www.tsinghua.edu.cn/jyjx/yjsjy/gjhpy.htm,historical_url
https://www.tsinghua.edu.cn/jyjx/yjsjy/sqxk.htm,historical_url
https://www.tsinghua.edu.cn/jyjx/yjsjy/xwsy.htm,historical_url
https://www.tsinghua.edu.cn/jyjx/yjsjy/jztx.htm,historical_url
https://www.tsinghua.edu.cn/jyjx/zxjy.htm,historical_url
https://www.tsinghua.edu.cn/jyjx/zxjy/fzgk.htm,historical_url
https://www.tsinghua.edu.cn/jyjx/zxjy/ptjs.htm,historical_url
https://www.tsinghua.edu.cn/jyjx/zxjy/yzzxzy.htm,historical_url
https://www.tsinghua.edu.cn/jyjx/zxjy/gjhz.htm,historical_url
https://www.tsinghua.edu.cn/jyjx/zxjy/zxjyyj.htm,historical_url
https://www.tsinghua.edu.cn/jyjx/zsjy.htm,historical_url
https://www.tsinghua.edu.cn/jyjx/zsjy/jpxm.htm,historical_url
https://www.tsinghua.edu.cn/jyjx/zsjy/jsjx.htm,historical_url
https://www.tsinghua.edu.cn/jyjx/zsjy/jyfpyxczx.htm,historical_url
https://www.tsinghua.edu.cn/kxyj.htm,historical_url
https://www.tsinghua.edu.cn/kxyj/kyxm.htm,historical_url
