parent_page_id,parent_page_url,filename,file_url,file_type,discovered_at
THU000107,https://lib.tsinghua.edu.cn/gk/gzzc.htm,迎接百年校庆画册,https://lib.tsinghua.edu.cn/__local/D/A4/AB/F5C8E359CF522632D3CBBD3581C_F7674B34_BFBE398.pdf?e=.pdf,pdf,2026-08-30T16:33:22+08:00
THU000110,https://www.is.tsinghua.edu.cn/asdfasdf/vp/VisaProcedures.htm,2)  Visa/Stay Permit/Residence Permit Application Form(With stamp of inviting company/institution and ISSC) (download.docx),https://www.is.tsinghua.edu.cn/waiguorenqianzhengzhengjianshenqingbiao.doc,doc,2026-08-30T16:33:56+08:00
THU000110,https://www.is.tsinghua.edu.cn/asdfasdf/vp/VisaProcedures.htm,3)  Internship Approval Letter with signatures and stamps by the applicant’s department/school and ISSC (download.docx),https://www.is.tsinghua.edu.cn/shixitongyihan1108.docx,docx,2026-08-30T16:33:56+08:00
THU000110,https://www.is.tsinghua.edu.cn/asdfasdf/vp/VisaProcedures.htm,4) Internship Certification Letter provided by the inviting company/institution(With stamp) (download.docx),https://www.is.tsinghua.edu.cn/0515shixizhengming2303.docx,docx,2026-08-30T16:33:56+08:00
THU000110,https://www.is.tsinghua.edu.cn/asdfasdf/vp/VisaProcedures.htm,"7) Inviting Company/institution Information Form (企业信息采集表.docx) , provided by the inviting company/institution. If the application materials will be directly delivered by the inviting company/institution to the Exit-entry Administration of the Beijing Municipal Public Security Bureau on the student’s behalf, this material does not need to be collected by the student.",https://www.is.tsinghua.edu.cn/qiyexinxicaijibiao.docx,docx,2026-08-30T16:33:56+08:00
THU000110,https://www.is.tsinghua.edu.cn/asdfasdf/vp/VisaProcedures.htm,2.《外国人签证证件申请表》（经实习单位和国际学生学者中心盖章的）（附件.docx）,https://www.is.tsinghua.edu.cn/waiguorenqianzhengzhengjianshenqingbiao0526.doc,doc,2026-08-30T16:33:56+08:00
THU000110,https://www.is.tsinghua.edu.cn/asdfasdf/vp/VisaProcedures.htm,3. 经院系和学生学者中心签字盖章的实习同意函（附件.docx）,https://www.is.tsinghua.edu.cn/shixitongyihan1108.docx,docx,2026-08-30T16:33:56+08:00
THU000110,https://www.is.tsinghua.edu.cn/asdfasdf/vp/VisaProcedures.htm,4. 单位或企业实习证明（经实习单位盖章的)（附件.docx）,https://www.is.tsinghua.edu.cn/0515shixizhengming2303.docx,docx,2026-08-30T16:33:56+08:00
THU000110,https://www.is.tsinghua.edu.cn/asdfasdf/vp/VisaProcedures.htm,7. 企业信息采集表 （附件.docx）（如实习单位代办，则不需要自行收集）,https://www.is.tsinghua.edu.cn/qiyexinxicaijibiao.docx,docx,2026-08-30T16:33:56+08:00
THU000110,https://www.is.tsinghua.edu.cn/asdfasdf/vp/VisaProcedures.htm,6. Foreigner's visa application form,https://www.is.tsinghua.edu.cn/T1waiguorenqianzhengzhengjianshenqingbiaoForeignersvisaapplicationform.doc,doc,2026-08-30T16:33:56+08:00
